"[run number],""%a"",""rep"",""time-c"",""time-d"",""dif"",""accor"",""time-sf"",""IPa"",""Impact"",""impact-s"",""impact-d"",""iIPa"",""IPb"",""number-a"",""iIPb"",""TSL"",""number-b"",""number"",""time-r"",""MT"",""time-s"",""mean."",""recovery"",""impact-r"",""TPB"",""per"",""SD"",""discount"",""inn-culture"",""[step]"",""[report-who-x] of turtles"",""[avg-ladvantage] of turtles"",""[report-who-y] of turtles"",""[avg-w] of turtles"",""[report-who-z] of turtles"",""[avg-pw] of turtles"",""[report-who-a] of turtles"",""[avg-awa] of turtles"",""[report-who-b] of turtles"",""[avg-aladvantage] of turtles"""
"97,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""72"",""[[2 97.50832973010675] [3 95.25874614412395] [1 88.22612055485979] [0 96.12949415093834]]"",""[94.28067264500721 94.28067264500721 94.28067264500721 94.28067264500721]"",""[[2 78.00752810653302] [3 76.20753622633445] [1 70.58026842737226] [0 76.90208303057231]]"",""[75.42435394770301 75.42435394770301 75.42435394770303 75.42435394770301]"",""[[2 97.50832973010675] [3 95.25874614412395] [1 88.22612055485979] [0 96.12949415093834]]"",""[94.28067264500721 94.28067264500721 94.28067264500721 94.28067264500721]"",""[[2 1785.9068783605956] [3 1758.599635302507] [1 2072.1222507449434] [0 2155.0220822348642]]"",""[1942.9127116607274 1942.9127116607276 1942.9127116607278 1942.9127116607276]"",""[[2 7308.456056182041] [3 7151.317751557518] [1 6684.859531328724] [0 7210.218845643536]]"",""[7088.713046177955 7088.713046177954 7088.713046177954 7088.713046177954]"""
"103,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""67"",""[[3 31.95941901955132] [0 22.159002343077518] [1 29.861353030292122] [2 32.15601168237929]]"",""[29.03394651882506 29.03394651882506 29.03394651882506 29.03394651882506]"",""[[3 41.54597963567419] [0 28.806455500757433] [1 38.81823877583266] [2 41.80280123565242]]"",""[37.743368786979175 37.743368786979175 37.743368786979175 37.743368786979175]"",""[[3 31.95941901955132] [0 22.159002343077518] [1 29.861353030292122] [2 32.15601168237929]]"",""[29.03394651882506 29.03394651882506 29.03394651882506 29.03394651882506]"",""[[3 1500.6464695440845] [0 1448.760838824894] [1 1957.856581064248] [2 1676.2290137843813]]"",""[1645.873225804402 1645.873225804402 1645.873225804402 1645.873225804402]"",""[[3 4608.713076275004] [0 3954.01799264993] [1 4475.814796121657] [2 4585.6718492636355]]"",""[4406.054428577557 4406.054428577556 4406.054428577557 4406.054428577557]"""
"101,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""0.8"",""64"",""[[3 27.318119668019488] [1 38.43968516961575] [0 31.793816123245204] [2 34.3601448708933]]"",""[32.97794145794343 32.97794145794344 32.97794145794344 32.97794145794343]"",""[[3 21.8538718100699] [1 30.751874626959456] [0 25.436230848365042] [2 27.487860176789315]]"",""[26.38245936554593 26.382459365545927 26.38245936554593 26.382459365545927]"",""[[3 27.318119668019488] [1 38.43968516961575] [0 31.793816123245204] [2 34.3601448708933]]"",""[32.97794145794343 32.97794145794344 32.97794145794344 32.97794145794343]"",""[[3 1399.6053169349018] [1 1580.8133225009617] [0 1669.812562077556] [2 1279.0811540631566]]"",""[1482.328088894144 1482.328088894144 1482.328088894144 1482.328088894144]"",""[[3 4017.0065203609615] [1 4716.386306951604] [0 4275.993210834152] [2 4435.934419187521]]"",""[4361.330114333559 4361.330114333559 4361.33011433356 4361.33011433356]"""
"97,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""73"",""[[1 88.09600363335008] [2 97.3957098883171] [0 96.01646783373334] [3 95.14423596056346]]"",""[94.16310432899101 94.16310432899101 94.16310432899101 94.16310432899098]"",""[[1 70.47574417658899] [2 77.91770626849446] [0 76.8143948726202] [3 76.1159717184777]]"",""[75.33095425904533 75.33095425904533 75.33095425904533 75.33095425904533]"",""[[1 88.09600363335008] [2 97.3957098883171] [0 96.01646783373334] [3 95.14423596056346]]"",""[94.16310432899101 94.16310432899101 94.16310432899101 94.16310432899098]"",""[[1 2102.3714662635657] [2 1816.368532896506] [0 2185.5546212769636] [3 1789.1322037607163]]"",""[1973.356706049438 1973.356706049438 1973.356706049438 1973.356706049438]"",""[[1 6772.955534962074] [2 7405.851766070358] [0 7306.235313477269] [3 7246.4619875180815]]"",""[7182.876150506947 7182.876150506945 7182.876150506945 7182.876150506946]"""
"103,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""68"",""[[1 28.741902942959655] [3 30.843438919160064] [2 31.05641011451668] [0 21.042148052863254]]"",""[27.920975007374913 27.920975007374913 27.920975007374913 27.920975007374913]"",""[[1 37.36397620547438] [3 40.095408419199735] [2 40.37489075732938] [0 27.356283649605]]"",""[36.297639757902125 36.297639757902125 36.297639757902125 36.297639757902125]"",""[[1 28.741902942959655] [3 30.843438919160064] [2 31.05641011451668] [0 21.042148052863254]]"",""[27.920975007374913 27.920975007374913 27.920975007374913 27.920975007374913]"",""[[1 1975.5063372876534] [3 1519.535736206049] [2 1694.266347622756] [0 1464.3195023423045]]"",""[1663.406980864691 1663.4069808646907 1663.4069808646907 1663.406980864691]"",""[[1 4504.556699064617] [3 4639.556515194164] [2 4616.728259378152] [0 3975.0601407027934]]"",""[4433.975403584932 4433.975403584932 4433.975403584931 4433.975403584932]"""
"101,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""0.8"",""65"",""[[0 30.682115240831287] [3 26.192798804126774] [2 33.25057882553102] [1 37.32051530052041]]"",""[31.86150204275237 31.861502042752374 31.86150204275237 31.86150204275237]"",""[[0 24.544763859019227] [3 20.954258247516247] [2 26.601902458889814] [1 29.857001853453568]]"",""[25.489481604719714 25.489481604719714 25.489481604719714 25.489481604719714]"",""[[0 30.682115240831287] [3 26.192798804126774] [2 33.25057882553102] [1 37.32051530052041]]"",""[31.86150204275237 31.861502042752374 31.86150204275237 31.86150204275237]"",""[[0 1687.8502248258785] [3 1413.660148572388] [2 1302.2710438160964] [1 1604.0033003364176]]"",""[1501.946179387695 1501.946179387695 1501.946179387695 1501.946179387695]"",""[[0 4306.675326074983] [3 4043.199319165088] [2 4469.184998013052] [1 4753.706822252124]]"",""[4393.191616376312 4393.191616376312 4393.191616376312 4393.191616376311]"""
"97,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""74"",""[[0 95.90344151652835] [1 87.96588671184037] [2 97.28309004652745] [3 95.02972577700298]]"",""[94.04553601297478 94.04553601297478 94.04553601297478 94.04553601297478]"",""[[0 76.72259991094101] [1 70.37270136528163] [2 77.82556983984013] [3 76.02457436507544]]"",""[75.23636137028456 75.23636137028454 75.23636137028454 75.23636137028456]"",""[[0 95.90344151652835] [1 87.96588671184037] [2 97.28309004652745] [3 95.02972577700298]]"",""[94.04553601297478 94.04553601297478 94.04553601297478 94.04553601297478]"",""[[0 2216.0860133984133] [1 2132.621422985565] [2 1846.8298175615453] [3 1819.6643632252706]]"",""[2003.8004042926987 2003.8004042926987 2003.8004042926987 2003.8004042926987]"",""[[0 7402.138754993797] [1 6860.921421673915] [2 7503.134856116886] [3 7341.491713295084]]"",""[7276.9216865199205 7276.92168651992 7276.92168651992 7276.92168651992]"""
"103,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""69"",""[[1 27.622452855627188] [2 29.956808546654074] [0 19.92529376264899] [3 29.72745881876881]]"",""[26.808003495924766 26.808003495924766 26.808003495924766 26.808003495924766]"",""[[1 35.90869281560795] [2 38.94325497982977] [0 25.903253827187537] [3 38.64581783341822]]"",""[34.85025486401087 34.850254864010864 34.850254864010864 34.850254864010864]"",""[[1 27.622452855627188] [2 29.956808546654074] [0 19.92529376264899] [3 29.72745881876881]]"",""[26.808003495924766 26.808003495924766 26.808003495924766 26.808003495924766]"",""[[1 1990.6201443628368] [2 1714.869015102855] [0 1477.5437990075573] [3 1535.9504505014188]]"",""[1679.7458522436668 1679.745852243667 1679.7458522436668 1679.7458522436668]"",""[[1 4532.179151920243] [2 4646.685067924806] [0 3994.9854344654423] [3 4669.283974012933]]"",""[4460.783407080856 4460.783407080857 4460.783407080857 4460.783407080857]"""
"97,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""75"",""[[3 94.9152155934425] [0 95.79041519932335] [2 97.1704702047378] [1 87.83576979033066]]"",""[93.92796769695858 93.92796769695858 93.92796769695858 93.92796769695858]"",""[[3 75.93243762502253] [0 76.63108207289257] [2 77.73632638534048] [1 70.2674930048047]]"",""[75.14183477201507 75.14183477201507 75.14183477201507 75.14183477201507]"",""[[3 94.9152155934425] [0 95.79041519932335] [2 97.1704702047378] [1 87.83576979033066]]"",""[93.92796769695858 93.92796769695858 93.92796769695858 93.92796769695858]"",""[[3 1850.196376113064] [0 2246.6184366538196] [2 1877.2919302977123] [1 2162.8706950666583]]"",""[2034.2443595328134 2034.2443595328134 2034.2443595328136 2034.2443595328136]"",""[[3 7436.406928888527] [0 7497.929170193121] [2 7600.305326321624] [1 6948.757191464245]]"",""[7370.849654216879 7370.84965421688 7370.84965421688 7370.84965421688]"""
"103,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""70"",""[[0 18.808439472434728] [3 28.611478718377555] [2 28.857206978791467] [1 26.50300276829472]]"",""[25.695031984474618 25.695031984474618 25.695031984474618 25.695031984474618]"",""[[0 24.44993887387838] [3 37.19439330976495] [2 37.513033135719844] [1 34.452838346767464]]"",""[33.40255091653266 33.40255091653266 33.40255091653266 33.40255091653266]"",""[[0 18.808439472434728] [3 28.611478718377555] [2 28.857206978791467] [1 26.50300276829472]]"",""[25.695031984474618 25.695031984474618 25.695031984474618 25.695031984474618]"",""[[0 1488.6201465451293] [3 1554.8400418064061] [2 1732.906155258285] [1 2008.2698682347345]]"",""[1696.1590529611387 1696.1590529611387 1696.1590529611387 1696.1590529611387]"",""[[0 4013.793873937877] [3 4697.895452731311] [2 4675.542274903598] [1 4558.6821546885385]]"",""[4486.478439065331 4486.478439065331 4486.478439065331 4486.478439065331]"""
"101,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""0.8"",""66"",""[[2 32.141012780168744] [3 25.06747794023406] [1 36.201345431425075] [0 29.57041435841737]]"",""[30.74506262756131 30.74506262756131 30.74506262756131 30.74506262756131]"",""[[2 25.71145392190486] [3 20.054091396140134] [1 28.960288393591558] [0 23.656029442277806]]"",""[24.59546578847859 24.59546578847859 24.595465788478588 24.595465788478588]"",""[[2 32.141012780168744] [3 25.06747794023406] [1 36.201345431425075] [0 29.57041435841737]]"",""[30.74506262756131 30.74506262756131 30.74506262756131 30.74506262756131]"",""[[2 1322.8748982747138] [3 1430.0747270000402] [1 1624.6058971821412] [0 1708.4524242551133]]"",""[1521.5019866780021 1521.5019866780021 1521.5019866780021 1521.5019866780021]"",""[[2 4501.326010793221] [3 4068.266797105322] [1 4789.9081676835485] [0 4336.2457404334]]"",""[4423.936679003873 4423.936679003873 4423.936679003873 4423.936679003873]"""
"103,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""71"",""[[0 17.691585182220464] [1 25.383552680962254] [3 27.4954986179863] [2 27.75760541092886]]"",""[24.58206047302447 24.58206047302447 24.58206047302447 24.58206047302447]"",""[[0 22.998047024981176] [1 32.99969772551718] [3 35.743488163868356] [2 36.084644081948184]]"",""[31.956469249078722 31.956469249078722 31.956469249078726 31.956469249078726]"",""[[0 17.691585182220464] [1 25.383552680962254] [3 27.4954986179863] [2 27.75760541092886]]"",""[24.58206047302447 24.58206047302447 24.58206047302447 24.58206047302447]"",""[[0 1501.845421976853] [1 2023.3839224336582] [3 1571.2555243314375] [2 1748.4645059743625]]"",""[1711.2373436790776 1711.2373436790779 1711.2373436790779 1711.2373436790779]"",""[[0 4031.4854591200974] [1 4584.065707369501] [3 4725.390951349297] [2 4703.2998803145265]]"",""[4511.0604995383555 4511.0604995383555 4511.0604995383555 4511.0604995383555]"""
"97,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""76"",""[[0 95.67738888211835] [2 97.05785036294814] [1 87.70565286882095] [3 94.80070540988201]]"",""[93.81039938094237 93.81039938094237 93.81039938094237 93.81039938094237]"",""[[0 76.54189338338816] [2 77.6474948334295] [1 70.16437448442156] [3 75.84068412722496]]"",""[75.04861170711604 75.04861170711604 75.04861170711604 75.04861170711604]"",""[[0 95.67738888211835] [2 97.05785036294814] [1 87.70565286882095] [3 94.80070540988201]]"",""[93.81039938094237 93.81039938094237 93.81039938094237 93.81039938094237]"",""[[0 2277.1513732703165] [2 1907.7534543335232] [1 2193.1180421387057] [3 1880.7275919793358]]"",""[2064.68761543047 2064.68761543047 2064.68761543047 2064.68761543047]"",""[[0 7593.606559075239] [2 7697.363176684573] [1 7036.462844333066] [3 7531.207634298408]]"",""[7464.660053597821 7464.660053597821 7464.660053597821 7464.660053597821]"""
"103,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""72"",""[[3 26.379518517595045] [2 26.658003843066254] [0 16.5747308920062] [1 24.264102593629786]]"",""[23.46908896157432 23.46908896157432 23.46908896157432 23.46908896157432]"",""[[3 34.29280412572957] [2 34.65649609144095] [0 21.547003444736248] [1 31.543960519496846]]"",""[30.510066045350904 30.510066045350904 30.510066045350904 30.510066045350904]"",""[[3 26.379518517595045] [2 26.658003843066254] [0 16.5747308920062] [1 24.264102593629786]]"",""[23.46908896157432 23.46908896157432 23.46908896157432 23.46908896157432]"",""[[3 1590.145112121509] [2 1766.5004247438883] [0 1512.9218833533862] [1 2041.0334535504728]]"",""[1727.650218442314 1727.650218442314 1727.650218442314 1727.650218442314]"",""[[3 4751.770469866892] [2 4729.957884157593] [0 4048.0601900121037] [1 4608.329809963131]]"",""[4534.5295884999305 4534.5295884999305 4534.5295884999305 4534.5295884999305]"""
"97,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""77"",""[[0 95.56436256491335] [2 96.94523052115849] [3 94.68619522632153] [1 87.57553594731124]]"",""[93.69283106492614 93.69283106492614 93.69283106492614 93.69283106492614]"",""[[0 76.4510493093764] [2 77.5553961995651] [3 75.74945355898227] [1 70.06047272729108]]"",""[74.95409294880372 74.95409294880372 74.95409294880372 74.95409294880372]"",""[[0 95.56436256491335] [2 96.94523052115849] [3 94.68619522632153] [1 87.57553594731124]]"",""[93.69283106492614 93.69283106492614 93.69283106492614 93.69283106492614]"",""[[0 2307.682775225857] [2 1938.2144853534098] [3 1911.2597434994007] [1 2223.366261153639]]"",""[2095.1308163080766 2095.1308163080766 2095.1308163080766 2095.1308163080766]"",""[[0 7689.170921640152] [2 7794.308407205732] [3 7625.89382952473] [1 7124.038380280377]]"",""[7558.352884662747 7558.352884662747 7558.352884662748 7558.352884662748]"""
"103,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""73"",""[[3 25.26353841720379] [0 15.457876601791938] [1 23.14465250629732] [2 25.558402275203647]]"",""[22.356117450124174 22.356117450124174 22.356117450124174 22.356117450124174]"",""[[3 32.84298432232856] [0 20.09608919614153] [1 30.088327539380785] [2 33.22712451801835]]"",""[29.063631393967306 29.06363139396731 29.063631393967306 29.063631393967306]"",""[[3 25.26353841720379] [0 15.457876601791938] [1 23.14465250629732] [2 25.558402275203647]]"",""[22.356117450124174 22.356117450124174 22.356117450124174 22.356117450124174]"",""[[3 1606.5589379999763] [0 1522.0624356908716] [1 2056.145295298933] [2 1782.0590921198682]]"",""[1741.7064402774124 1741.7064402774122 1741.7064402774122 1741.7064402774122]"",""[[3 4777.034008284096] [0 4063.518066613896] [1 4631.4744624694285] [2 4755.516286432797]]"",""[4556.885705950054 4556.885705950054 4556.885705950054 4556.885705950054]"""
"97,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""78"",""[[2 96.83261067936884] [1 87.44541902580153] [0 95.45133624770835] [3 94.57168504276105]]"",""[93.57526274890994 93.57526274890994 93.57526274890994 93.57526274890994]"",""[[2 77.46632649179418] [1 69.95684503996499] [0 76.35968783249312] [3 75.65730158583644]]"",""[74.86004023752218 74.86004023752218 74.86004023752218 74.86004023752218]"",""[[2 96.83261067936884] [1 87.44541902580153] [0 95.45133624770835] [3 94.57168504276105]]"",""[93.57526274890994 93.57526274890994 93.57526274890994 93.57526274890994]"",""[[2 1968.677149649974] [1 2253.6146557297507] [0 2338.2148826631815] [3 1941.7917379622381]]"",""[2125.574606501286 2125.574606501286 2125.5746065012863 2125.5746065012863]"",""[[2 7891.141017885101] [1 7211.483799306178] [0 7784.6222578878605] [3 7720.465514567491]]"",""[7651.928147411658 7651.928147411658 7651.928147411657 7651.928147411657]"""
"105,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0.5"",""0.001"",""4"",""0.5"",""0.8"",""0"",""[[2 96.21294651359294] [3 96.40013162355878] [0 103.60803791641176] [1 101.66371376895772]]"",""[99.47120745563029 99.4712074556303 99.4712074556303 99.47120745563029]"",""[[2 76.97015728352551] [3 77.12269489498813] [0 82.88621299769117] [1 81.32978832484145]]"",""[79.57721337526156 79.57721337526156 79.57721337526156 79.57721337526156]"",""[[2 0] [3 0] [0 0] [1 0]]"",""[0 0 0 0]"",""[[2 0] [3 0] [0 0] [1 0]]"",""[0 0 0 0]"",""[[2 0] [3 0] [0 0] [1 0]]"",""[0 0 0 0]"""
